camera,frame,id,fbr_x_3d,fbr_y_3d,fbl_x_3d,fbl_y_3d,ftl_x_3d,ftl_y_3d,ftr_x_3d,ftr_y_3d,bbr_x_3d,bbr_y_3d,bbl_x_3d,bbl_y_3d,btl_x_3d,btl_y_3d,btr_x_3d,btr_y_3d,x_tl_2d,y_tl_2d,x_tr_2d,y_tr_2d,x_bl_2d,y_bl_2d,x_br_2d,y_br_2d,x_center,y_center,average_speed_5_frames
p3c1,14,29,1500.0029089224436,611.7206989897105,1459.164201771208,623.8133233323891,1462.4797915231602,592.1646621015092,1503.6269353930388,580.402745151089,1592.8743572289156,670.6176172127169,1550.98286650185,684.2876782886783,1555.351520173321,651.3146672583662,1597.5638961202085,637.9995680898344,1525.0,619.0,1642.0,619.0,1525.0,718.0,1642.0,718.0,1583.0,668.0,74.61741794866099
p3c1,15,29,1480.6356788762223,599.6730888775302,1440.025110079329,611.4551544520567,1443.1341501177037,580.0843197004323,1484.0503075449149,568.6278733305501,1571.2244433685892,657.1358755514219,1529.554825668096,670.436374946525,1533.6701519731707,637.7608835335875,1575.6582131838634,624.8099059386418,1499.0,605.0,1620.0,605.0,1499.0,703.0,1620.0,703.0,1559.0,654.0,70.22725075268575
p3c1,16,29,1455.5315346734817,584.0429810393276,1415.2265252338154,595.4282325477413,1418.073996119641,564.4215398551426,1458.6807026033946,553.3552482876823,1543.2046780181536,639.6729478369764,1501.8344209437896,652.5023787209947,1505.629621540685,620.2169127660651,1547.3148779193227,607.7298618325973,1477.0,588.0,1601.0,588.0,1477.0,687.0,1601.0,687.0,1539.0,637.0,74.61748416334392
p3c1,17,29,1437.2151290084755,572.6374451810552,1397.1397085721496,583.7374808384805,1399.8007461279844,552.999128885072,1440.1748920472858,542.2131556492043,1522.7925644993145,626.9497484354464,1481.6486866825298,639.4413885645246,1485.2162012404856,607.4433726663794,1526.6723797658426,595.2888457694953,1455.0,576.0,1576.0,576.0,1455.0,671.0,1576.0,671.0,1515.0,623.0,74.61343779939743
p3c1,18,16,599.0938725140361,438.1809141206806,638.3225636269891,428.4195870563218,635.6435117500838,405.50078164587086,596.1434179855735,415.0503584492845,570.0303318618542,403.25219319558914,607.9922089745615,394.27663180334673,605.2467817225926,372.09508309967833,567.031367054121,380.8713981506416,570.0,374.0,630.0,374.0,570.0,420.0,630.0,420.0,600.0,397.0,76.81034627899786
p3c1,18,29,1419.323677243136,561.4916738079759,1379.4783724490749,572.316449811396,1381.960885051958,541.8424682561998,1422.101904303108,531.3269376045827,1502.879351504552,614.532396384362,1461.9635097208106,626.6986802259491,1465.3133729758138,594.9838781463008,1506.538729419401,583.1495167400764,1432.0,561.0,1557.0,561.0,1432.0,657.0,1557.0,657.0,1494.0,609.0,70.22735047603484
p3c1,19,29,1396.103778026665,547.0187345501932,1356.5653496942416,557.4913015938985,1358.8214411136616,527.3637606536001,1398.6515245822695,517.1941446871705,1477.0727812231244,598.4319502158608,1436.4626201106123,610.1828484907898,1439.5369749007846,578.8391878614133,1480.452825048674,567.4134151934207,1410.0,551.0,1529.0,551.0,1410.0,641.0,1529.0,641.0,1469.0,596.0,74.61353767816475
p3c1,20,29,1379.1438324043284,536.447647051967,1339.8352692450624,546.6666617425706,1341.929754990411,516.7944015183357,1381.5269068339392,506.87371428999415,1458.250565629688,586.6889997721175,1417.8704290097735,598.1415166572103,1420.7485215837676,567.0713316277394,1461.4314121373486,555.9389383788921,1389.0,540.0,1508.0,540.0,1389.0,628.0,1508.0,628.0,1448.0,584.0,74.61357244603731
p3c1,21,18,760.5119550115471,651.4072411759216,805.5117233683607,636.6586805056149,803.4793840719925,610.2897695994643,758.1150035148828,624.7706937405605,712.0780043242426,592.1282559374314,755.247107284755,578.9750748450678,752.9781607251153,553.6643065301889,709.4745736692269,566.5679314795516,692.0,538.0,793.0,538.0,692.0,623.0,793.0,623.0,742.0,580.0,73.76468825130293
p3c1,21,29,1362.5693097650362,526.106462523388,1323.4904182269784,536.0804814008428,1325.4300246549572,506.4597931074503,1364.794422217629,496.77955942949234,1439.8771557296534,575.2151647246748,1399.7276879815854,586.3798913669337,1402.417972809834,555.579194545847,1442.8672092288432,544.729670778409,1367.0,526.0,1486.0,526.0,1367.0,613.0,1486.0,613.0,1426.0,569.0,70.22337253905229
