camera,frame,id,fbr_x_3d,fbr_y_3d,fbl_x_3d,fbl_y_3d,ftl_x_3d,ftl_y_3d,ftr_x_3d,ftr_y_3d,bbr_x_3d,bbr_y_3d,bbl_x_3d,bbl_y_3d,btl_x_3d,btl_y_3d,btr_x_3d,btr_y_3d,x_tl_2d,y_tl_2d,x_tr_2d,y_tr_2d,x_bl_2d,y_bl_2d,x_br_2d,y_br_2d,x_center,y_center,average_speed_5_frames
p3c3,11,61,549.0038117870073,289.89093105365333,530.5033189783121,326.44898938158417,519.3723457660075,295.9099603576253,538.5806588176447,259.31965949602807,677.3013417456974,289.9215356080983,662.1917945460551,326.3779268333128,654.1409736319125,295.92482786765385,669.800015888461,259.43634760291445,537,257,685,257,537,325,685,325,611,291,15.514248013829723
p3c3,12,61,543.1497918851194,289.64373279705774,524.4974351290683,326.1935327703871,513.2276121114538,295.6501184115941,532.5947991123908,259.0683782649932,671.4571490876725,289.67501111278824,656.1962521757672,326.1231896740929,648.0070636418194,295.6657302676383,663.8244297098636,259.1857624993329,530,256,678,256,530,324,678,324,604,290,15.463889976583516
p3c3,13,61,535.3314932292109,289.3195076705475,516.4762585873881,325.8585897508098,505.0209662181544,295.3093306401839,524.6003973197536,258.7387046659614,663.6525053295611,289.3516696894249,648.189445613109,325.78918964797964,639.8154580433728,295.3259186587824,655.8443031833006,258.8570024595781,524,257,674,257,524,325,674,325,599,291,15.397988885325898
p3c3,14,61,529.4765842054285,289.0765571656613,510.4694384065818,325.60760587728373,498.8752702297669,295.0539701688829,518.6136248904548,258.49167444671826,657.8078071551403,289.1093812946336,642.193370912501,325.5389123201749,633.6810086969726,295.07128956747954,649.8682054280001,258.61065670298507,516,257,667,257,516,327,667,327,591,292,15.347430182186892
p3c3,15,61,523.6242717539509,288.8275777420003,504.4653811538412,325.3502753904472,492.73246742707295,294.7922541366794,512.6295682498097,258.23861388404174,651.9651472684997,288.8610802435243,636.1994708855201,325.2823063972035,627.5488363740782,294.81032298645374,643.8942393974984,258.3582968560927,506,257,659,257,506,328,659,328,582,292,14.383013169785908
p3c3,16,61,515.8112071985939,288.500165864092,496.4496859016891,325.01197697822795,484.5315191061973,294.4481110917921,504.64060089463976,257.9057574116228,644.1654155681916,288.5345604203951,628.1978060390727,324.94496024743364,619.3625724286505,294.46716536292325,635.9192101819904,258.0263622541872,501,257,653,257,501,327,653,327,577,292,15.28580884286969
p3c3,17,61,509.9578079365803,288.2557664809526,490.4444841678802,324.75946907099615,478.3875374740152,294.1912268322967,498.65542615764826,257.6572801909822,638.3220835300411,288.2908268624001,622.2031982514027,324.693163004611,613.2296785238755,294.211016592668,629.9445596887587,257.7785731890266,494,257,648,257,494,329,648,329,571,293,15.285608176977815
p3c3,18,61,504.10872070011,288.0043915030558,484.4438223069378,324.4996170033723,472.2482785907596,293.92698899727515,492.67473185927366,257.401826660428,632.482410334443,288.04013651813807,616.2124420931884,324.43404244625634,607.1007864759357,293.9475351476032,623.9737062922035,257.523826606212,488,257,641,257,488,329,641,329,564,293,14.383013169785908
p3c3,19,61,496.299655358252,287.6742755300329,476.4323372563472,324.15847233706813,464.05172574628057,293.5800000549771,484.68993480197696,257.0662695840064,624.6864056822146,287.7109196279277,608.214700411481,324.0938578399849,598.9186170994848,293.6015394115669,616.0025624133542,257.1891983907058,483,257,632,257,483,327,632,327,557,292,15.285808842869688
p3c3,20,61,490.45028350040616,287.4280033823828,470.4313463481829,323.9039923690891,457.9121173296614,293.3211449848933,478.7089381006554,256.8159230057992,618.846905263445,287.4653181547401,602.2240969600103,323.8400939223245,592.7898799351776,293.3434252014421,610.031884959549,256.9395447850096,479,257,628,257,479,326,628,326,553,291,15.28560817697782
p3c3,21,61,484.8577801451254,287.42099989167747,464.69057120932143,323.9011156728498,452.03661352535295,293.31450442985295,472.98865195129207,256.80515680558415,613.2844168383168,287.45833807317416,596.5149331718372,323.8372177575856,586.947477003486,293.336806367646,604.3429906333082,256.92882316175286,473,257,621,257,473,326,621,326,547,291,14.204328295649598
p3c3,22,61,477.3975635456932,287.4104530427465,457.0325289106421,323.8960106702103,444.19880800845823,293.30437625492067,465.35794136724894,256.7895898322686,605.8641361112852,287.4478257159391,588.8989512331689,323.83211707420355,579.1537141180322,293.32671079633434,596.7540482788628,256.9133189226395,466,257,613,257,466,325,613,325,539,291,14.866363698043852
p3c3,23,61,471.7938395179322,287.4023007017552,451.2801718439532,323.89193386986534,438.3113860730661,293.29652581188435,459.6261185512251,256.7776664306782,600.2903931577479,287.4396999115363,583.1781704807851,323.828044210465,573.2993569747636,293.31888554165886,591.0535824235333,256.9014432755017,459,258,604,258,459,325,604,325,531,291,14.691758631318937
p3c3,24,61,466.19915315066135,287.3935305443277,445.5370672536941,323.8871995767985,432.43340791935714,293.288022732822,453.9035159590607,256.7651308602871,594.7255861325443,287.43095796003735,577.4665353177052,323.8233157405505,567.4543319419147,293.31040951322734,585.3622306204487,256.8889570980569,453,258,596,258,453,324,596,324,524,291,13.610478749990715
p3c3,25,61,458.73462898168486,287.3805473251893,437.874487129186,323.8795338200324,424.5908393334231,293.27532612221125,446.2682894154922,256.74712290235817,587.3008173378238,287.4180158509291,569.8458266102484,323.8156615988928,559.6556092758511,293.2977528587414,577.7685845500838,256.87101852373905,448,258,591,258,448,324,591,324,519,291,14.272514152384968
