camera,frame,id,fbr_x_3d,fbr_y_3d,fbl_x_3d,fbl_y_3d,ftl_x_3d,ftl_y_3d,ftr_x_3d,ftr_y_3d,bbr_x_3d,bbr_y_3d,bbl_x_3d,bbl_y_3d,btl_x_3d,btl_y_3d,btr_x_3d,btr_y_3d,x_tl_2d,y_tl_2d,x_tr_2d,y_tr_2d,x_bl_2d,y_bl_2d,x_br_2d,y_br_2d,x_center,y_center,average_speed_5_frames
p3c6,1,110,322.98057518952106,735.56511641093,363.1197443495742,743.3115106160583,361.4459336604182,699.9851733391598,321.0534399374055,692.6542221883511,371.67951670716457,695.412592527619,410.6056822147043,702.4106909843011,409.3145870877746,660.6837721899914,370.1497956616786,654.0717107304971,315,652,411,652,315,745,411,745,363,698,17.242357082487864
p3c6,1,173,248.31504854769213,700.1912396370742,294.2161670922624,708.7843668450774,292.1375121737465,666.5651234256187,245.9622886921332,658.4467535344085,315.52828675547846,650.0964927909066,359.68195985174395,657.6135027685245,358.12896122608896,617.4349342081302,313.7208809315695,610.3488545362845,250,612,366,612,250,714,366,714,308,663,25.073226635597635
p3c6,1,206,1272.2993226986578,547.9070848579148,1218.0428223924118,543.3624740264406,1225.2020079035535,466.6279935599996,1280.133306204781,470.8514950422286,1225.589127118124,717.1884587442786,1159.8017110018384,710.6651677895799,1167.7064433643363,619.3938004916226,1234.4890770261338,625.4664685022603,1153,629,1239,629,1153,742,1239,742,1196,685,67.23951716304566
p3c6,2,110,320.4039222984834,737.5211528136879,360.5984034885219,745.3048738610054,358.90382526366216,701.9016552490581,318.4553458320715,694.5348149189522,369.3079907531216,697.20665108705,408.286819079905,704.2373046380607,406.9779452693833,662.4389289713929,367.75986144016974,655.7956052301662,312,653,409,653,312,747,409,747,361,700,15.089555005241827
p3c6,2,173,244.7354934978272,702.8504313232123,290.72665095968983,711.502664097017,288.6186358276785,669.1760557539445,242.35234902563732,661.0009393972076,312.33092136233785,652.4713128733902,356.5693262311975,660.0377283974952,354.9924514059677,619.7616933263732,310.4986938194559,612.6282572431388,245,614,366,614,245,720,366,720,305,667,21.93136704740588
p3c6,2,206,1273.7765044729013,543.14857556765,1219.8452989199002,538.6545178003735,1226.981142038833,462.3406408834688,1281.5790181352097,466.51703745812455,1227.737184357274,710.1278598679523,1162.4273209347791,703.6941405765818,1170.3096664313885,613.0131647865339,1236.600222428384,619.001900690901,1155,623,1239,623,1155,734,1239,734,1197,678,58.82436311085441
p3c6,3,110,317.8160046876854,739.4851087643797,358.0658980465956,747.3063967097959,356.3503889934814,703.8260387265648,315.84582206022446,696.4230762092128,366.9264789378892,699.0076611386822,405.9580689083446,706.071070573327,404.6312804834784,664.2010059999595,365.3598037402077,657.5262253500092,310,655,408,655,310,750,408,750,359,702,14.371954312826484
p3c6,3,173,241.13062534159192,705.5279057440922,287.2121699697784,714.2398526560982,285.0744468752436,671.8052380818621,238.71674376556348,663.5727860977113,309.1119403606407,654.8616947629953,353.4354156110128,662.4780004052479,351.8343919487338,622.1039371923971,307.254613642816,614.9226764299196,241,617,360,617,241,721,360,721,300,669,20.890880117650635
p3c6,3,206,1275.2327304798105,538.4461503331605,1221.6231003782666,534.0017757723377,1228.735583108432,458.1041698017197,1283.0038983120287,462.23427872974463,1229.8498454059193,703.1694739653046,1165.0108629621752,696.8234311402659,1172.8705403750446,606.7256765137781,1238.6759996718013,612.6322764816331,1157,616,1240,616,1157,726,1240,726,1199,671,56.02611165102922
p3c6,4,110,314.3506121167422,742.1189017645685,354.6747068679498,749.9907120118768,352.93104812817,706.406973495823,312.3513746935856,698.9554283402792,363.7383352607792,701.4224285777815,402.8405802247922,708.5298764717433,401.489707567371,666.5637482179133,362.1467296110221,659.8466728314462,308,657,407,657,308,753,407,753,357,705,15.09454221986493
