camera,frame,id,fbr_x_3d,fbr_y_3d,fbl_x_3d,fbl_y_3d,ftl_x_3d,ftl_y_3d,ftr_x_3d,ftr_y_3d,bbr_x_3d,bbr_y_3d,bbl_x_3d,bbl_y_3d,btl_x_3d,btl_y_3d,btr_x_3d,btr_y_3d,x_tl_2d,y_tl_2d,x_tr_2d,y_tr_2d,x_bl_2d,y_bl_2d,x_br_2d,y_br_2d,x_center,y_center,average_speed_5_frames
p2c1,26,36,986.3074817564556,282.0213571809608,962.1397932626523,285.2101422458746,961.5405392249344,262.17478409148146,985.9374681731398,259.10808471578287,1008.777197182964,301.4543287199005,983.8967922205824,304.8896326571054,983.4874126821944,281.21247334587,1008.6108790372184,277.9056416292049,976.0,279.0,1040.0,279.0,976.0,319.0,1040.0,319.0,1008.0,299.0,77.16561561730741
p2c1,26,37,921.2552501765716,265.89302064879865,896.633385166712,268.97914090068195,895.5309718411146,247.9220364351223,920.368538926417,244.94859626118267,940.3817607592912,283.78955076111464,915.0530831654272,287.1023261284727,914.0752151164764,265.48288566938305,939.6322793454048,262.2884769639482,915.0,266.0,963.0,266.0,915.0,301.0,963.0,301.0,939.0,283.0,75.25576827630952
p2c1,26,35,1342.4755182518772,457.5475754508112,1313.898660633793,463.23290714512535,1316.829730620511,440.0533491787108,1345.6697604194703,434.510388181821,1391.5872172391666,493.433486077257,1362.020439703025,499.7283459453495,1365.614903506901,475.7638056380226,1395.462566588984,469.6191138330674,1343.0,462.0,1433.0,462.0,1343.0,522.0,1433.0,522.0,1388.0,492.0,79.10731478529803
p2c1,27,36,980.8540196079574,277.3505860312327,956.8587732417876,280.4814957859156,956.2155982548772,257.6022259794119,980.436800317674,254.5918635095184,1002.9325434332694,296.44684512402216,978.2344140459944,299.81775053099534,977.7741563449867,276.3047411174465,1002.7117748856522,273.0606655741795,971.0,274.0,1033.0,274.0,971.0,312.0,1033.0,312.0,1002.0,293.0,72.62859509208744
p2c1,27,37,916.6910617737548,261.5863442340681,892.2407848256053,264.6191201394983,891.1103405621153,243.6988410249488,915.7732947581555,240.7773752587636,935.504154083322,279.1884060357982,910.3567091402278,282.4421365463805,909.3461404212364,260.96634591941427,934.7186854319372,257.82952105667226,905.0,259.0,956.0,259.0,905.0,296.0,956.0,296.0,930.0,277.0,70.82897031315609
p2c1,27,35,1330.8634924904943,449.3107153816632,1302.5165762800584,454.86058732911306,1305.299057952409,431.8660941234616,1333.9050863486734,426.4567278406384,1378.8170570795464,484.3625630165415,1349.4932299112634,490.5004440929423,1352.911468906383,466.7307747752434,1382.5118167767066,460.7411475369263,1329.0,453.0,1417.0,453.0,1329.0,512.0,1417.0,512.0,1373.0,482.0,74.31880069502522
p2c1,28,36,973.720908627182,271.2459302361384,949.9518983735942,274.30199902673303,949.2525716946266,251.62781837684463,973.2432633810688,248.690284866628,995.2933175330832,289.90670159577127,970.8342395680688,293.194418633506,970.3089762719673,269.897048044838,995.0028974067118,266.73401252031533,961.0,269.0,1019.0,269.0,961.0,305.0,1019.0,305.0,990.0,287.0,77.16967954272363
p2c1,28,37,910.7122229986618,255.95268881081213,886.4870536607541,258.9163882299981,885.3208055858412,238.1759547300929,909.7547161220918,235.321773339511,929.1190924379536,273.1733631308679,904.2093176497992,276.35070842032354,903.1569925990656,255.06369519630027,928.2875932226394,252.00134415943683,899.0,254.0,949.0,254.0,899.0,290.0,949.0,290.0,924.0,272.0,75.25577767720611
p2c1,28,35,1315.7742257154116,438.613851795631,1287.729176165758,443.99026129247216,1290.3226728098225,421.2389057145002,1318.6215335150296,416.0005406443839,1362.2449242193293,472.5978800910154,1333.2401395955685,478.5351380149242,1336.4346610138298,455.02161550524863,1365.710258686211,449.23007242925325,1318.0,444.0,1403.0,444.0,1318.0,501.0,1403.0,501.0,1360.0,472.0,78.84589280278627
p2c1,29,36,968.4760560910456,266.75878920730185,944.8739719184862,269.7604260306361,944.1342974737836,247.23777666190344,967.954935018408,244.35319555224788,989.680261966996,285.10277502247163,965.3975029251984,288.3300519171622,964.8255559356196,265.1919748752846,989.3397597757992,262.08779943239006,955.0,265.0,1009.0,265.0,955.0,299.0,1009.0,299.0,982.0,282.0,77.16967954272315
p2c1,29,35,1304.751160020289,430.80009896507465,1276.928990126935,436.05154998381454,1279.3873377361165,413.4798010563276,1307.459426961425,408.3645699004018,1350.1540298546906,464.0150485479067,1321.384867637869,469.80806012730005,1324.4196874458837,446.4838339331331,1353.4554667666696,440.8346465235971,1303.0,434.0,1390.0,434.0,1303.0,491.0,1390.0,491.0,1346.0,462.0,78.84997217117315
p2c1,30,36,963.320566751006,262.3445630749752,939.88325984187,265.2931304349614,939.104709542404,242.9202007252128,962.7575034610284,240.08723320723496,984.1658888899836,280.3796449564442,960.0571267108298,283.5480460302216,959.4402148102404,260.5673300249402,983.7770918819136,257.520475497475,949.0,258.0,1005.0,258.0,949.0,294.0,1005.0,294.0,977.0,276.0,72.62859509208745
p2c1,30,35,1293.972267300623,423.1599406205602,1266.369962869427,428.2906381428618,1268.6985277356596,405.8961378621204,1296.5469316469805,400.89985543643263,1338.343751754633,455.63195573324657,1309.807062426156,461.2858011127334,1312.6887518217188,438.1484398141209,1341.487935894344,432.6365420785921,1290.0,425.0,1375.0,425.0,1290.0,480.0,1375.0,480.0,1332.0,452.0,74.20621518023776
p2c1,31,36,956.574676930074,256.5731663958739,933.3535712218742,259.45306382503355,932.5253075634286,237.2768514507524,955.9579092895772,234.51065028822887,976.9553725163394,274.208462848279,953.0748276913384,277.3007568219541,952.4004464943476,254.52675422634124,976.5047744140344,251.55397357336625,946.0,254.0,1000.0,254.0,946.0,289.0,1000.0,289.0,973.0,271.0,77.16966426303533
p2c1,31,35,1279.962916303451,413.22646217266345,1252.6493901016768,418.2022712841156,1254.812765791644,396.0406375772192,1282.3674047158695,391.1968678859826,1323.011907260229,444.7454842703287,1294.7806114927816,450.2211454713431,1297.4677126761155,427.3293623348892,1325.9561159572715,421.9931698278793,1277.0,417.0,1362.0,417.0,1277.0,472.0,1362.0,472.0,1319.0,444.0,78.84582147874134
p2c1,32,36,951.6131964350718,252.326021769798,928.551790297478,255.155902895968,927.6878098251848,233.12515668580767,950.9577876090772,230.4075711388796,971.6555228162448,269.67007380913185,947.9434946651136,272.706988992653,947.2278398655468,250.08581119728845,971.1604786171378,247.166913171366,938.0,246.0,996.0,246.0,938.0,283.0,996.0,283.0,967.0,264.0,77.16966426303486
p2c1,32,35,1269.715111182061,405.9638288286393,1242.614728170599,410.82790578183415,1244.6597826033478,388.838248124929,1271.997620791679,384.10445390496335,1311.8101822752928,436.7954859398557,1283.804318244397,442.1428393893107,1286.3522715003617,419.4324648153364,1314.6112884069903,414.2227412058251,1263.0,407.0,1348.0,407.0,1263.0,462.0,1348.0,462.0,1305.0,434.0,78.8499720477831
p2c1,33,36,946.7315848104872,248.1476280611388,923.8277687219482,250.9287309174891,922.9293415403944,229.04167553076263,946.0388632326556,226.3714905833549,966.4438594851644,265.2075949954676,942.8980723815386,268.1905467329917,942.1426254727936,245.72030008539767,965.9059153081436,242.85389389766968,934.0,243.0,988.0,243.0,934.0,278.0,988.0,278.0,961.0,260.0,72.62857981239867
p2c1,33,35,1259.6917957735404,398.8567241799824,1232.801714407912,403.6126959154869,1234.7330739383892,381.7927419583919,1261.8570214537342,377.1653185187848,1300.8644008843723,429.0233986379557,1273.0809798483417,434.2467941322748,1275.4954028973773,411.71546173651024,1303.528093746232,406.6278761287969,1252.0,398.0,1338.0,398.0,1252.0,453.0,1338.0,453.0,1295.0,425.0,74.20614385619285
p2c1,34,36,946.7315848104872,248.1476280611388,923.8277687219482,250.9287309174891,922.9293415403944,229.04167553076263,946.0388632326556,226.3714905833549,966.4438594851644,265.2075949954676,942.8980723815386,268.1905467329917,942.1426254727936,245.72030008539767,965.9059153081436,242.85389389766968,929.0,238.0,983.0,238.0,929.0,273.0,983.0,273.0,956.0,255.0,59.0135164984365
p2c1,34,35,1259.6917957735404,398.8567241799824,1232.801714407912,403.6126959154869,1234.7330739383892,381.7927419583919,1261.8570214537342,377.1653185187848,1300.8644008843723,429.0233986379557,1273.0809798483417,434.2467941322748,1275.4954028973773,411.71546173651024,1303.528093746232,406.6278761287969,1243.0,392.0,1325.0,392.0,1243.0,444.0,1325.0,444.0,1284.0,418.0,60.291190357169455
p2c1,34,33,1636.5219300551194,839.9343251683609,1592.9233782099268,854.9585559886856,1602.6815104347595,822.5124012401675,1646.8787564837862,807.7018214227189,1739.8101497335174,928.9066538566432,1694.2530727118108,946.5468269188308,1706.7142053729597,913.1037215685916,1752.912822578089,895.6622910322214,1631.0,854.0,1782.0,854.0,1631.0,981.0,1782.0,981.0,1706.0,917.0,60.42766761806113
p2c1,35,35,1246.6459728665984,389.6084029336465,1220.032016362836,394.2255282300201,1221.818427311713,372.62848832641055,1248.6615684630533,368.137632851407,1286.6340390389057,418.92108742230033,1259.1426964713455,423.98554521324513,1261.3871454986167,401.6894301349435,1289.1226896891606,396.75838539619895,1234.0,385.0,1312.0,385.0,1234.0,434.0,1312.0,434.0,1273.0,409.0,64.93487602405992
p2c1,35,33,1608.0522758606703,815.4161312620448,1565.0346706407438,829.7568403391246,1574.100326791727,797.6297646731621,1617.7032521529038,783.5047135768572,1706.6272998844324,900.3289544489372,1661.6735246427902,917.1056989717704,1673.2336541127215,883.9552006216508,1718.8162585266357,867.3833551565097,1606.0,831.0,1754.0,831.0,1606.0,956.0,1754.0,956.0,1680.0,893.0,62.01616472084638
p2c1,36,35,1237.0946067300276,382.8409380157393,1210.684444226964,387.3577725410816,1212.3669087191329,365.9253393600234,1239.0028238153016,361.5330928535058,1276.2270888642397,411.53682796545536,1248.9513162059395,416.4866731680802,1251.074057997536,394.3642702770353,1278.5903148201603,389.5460649727928,1232.0,383.0,1308.0,383.0,1232.0,431.0,1308.0,431.0,1270.0,407.0,60.29526972555681
p2c1,36,34,1416.4515832335958,558.5125860786,1366.3975492019267,570.2540789120383,1378.960850786144,490.1736775352829,1430.6355429441448,479.2655528565057,1844.0603952182385,889.8597956313735,1782.7126488946317,913.6430001953324,1822.742290821116,817.0298183767082,1886.3660599433472,794.180538160922,1378.0,530.0,1539.0,530.0,1378.0,680.0,1539.0,680.0,1458.0,605.0,47.66265680184944
p2c1,36,33,1587.51999760412,797.7304810018367,1544.9325676049186,811.588149193113,1553.5127926738528,779.7030667403197,1596.6755213418644,766.0619834199899,1682.7690407171533,879.7783649832857,1638.2641915749052,895.9477818101115,1649.1956208481215,863.0238795524795,1694.319523454535,847.0629710610901,1598.0,824.0,1745.0,824.0,1598.0,948.0,1745.0,948.0,1671.0,886.0,57.585268439552905
p2c1,37,35,1227.7454725491364,376.2132479821002,1201.536395375957,380.6329350960487,1203.1188789678176,359.3629320326412,1229.5503419216277,355.0661746034018,1266.0496021281135,404.3117116716284,1238.9865325398166,409.1506902865046,1240.9923516979566,387.1997145867359,1268.2922572518949,382.4906244424206,1225.0,379.0,1299.0,379.0,1225.0,425.0,1299.0,425.0,1262.0,402.0,60.29111915651461
p2c1,37,34,1405.1618502315614,549.7866751961566,1355.4746169670727,561.2686740573778,1367.4990630785137,481.75408910613646,1418.7843546326287,471.0968211451854,1821.9563444588543,872.7629005442516,1761.0632019952925,895.8198389872097,1799.3285856495436,799.8168542137095,1862.478072508481,777.7028203337426,1371.0,521.6666666666666,1520.6666666666667,521.6666666666666,1371.0,660.3333333333334,1520.6666666666667,660.3333333333334,1445.3333333333333,591.0,47.99320390982698
p2c1,37,33,1567.6428710401092,780.6179247862514,1525.4803547869976,794.0161809495509,1533.601859980139,762.3746608362592,1576.3297031104814,749.1934863617337,1659.731326213545,859.9440010229547,1615.671496318652,875.5380198460997,1626.011091908391,842.8456089230905,1670.680071802378,827.4629574416839,1580.0,808.0,1721.0,808.0,1580.0,926.0,1721.0,926.0,1650.0,867.0,57.58526843955384
p2c1,38,34,1390.4784087601588,538.4364935145433,1341.2736578625495,549.5853514646361,1352.61112418918,470.8164733810924,1403.3843126929269,460.4808000257518,1793.486667156952,850.740624197012,1733.1996952803595,872.8789886914972,1769.2494247693712,777.7019010454992,1831.764484550243,756.5152408904356,1364.0,513.3333333333334,1502.3333333333333,513.3333333333334,1364.0,640.6666666666666,1502.3333333333333,640.6666666666666,1432.6666666666667,577.0,52.07329081233185
p2c1,38,33,1542.1232022205554,758.6359826486652,1500.5194269994,771.4555978169449,1508.067958261503,740.1405069792938,1550.223865028568,727.5380553796772,1630.2366435584656,834.5380095264793,1586.7641363084117,849.4104213585365,1596.3675861502625,817.032847590119,1640.435907230725,802.3746022497298,1560.0,792.0,1690.0,792.0,1560.0,902.0,1690.0,902.0,1625.0,847.0,62.01615579616136
p2c1,39,35,1206.6475041595595,361.2595673187314,1180.8973933587663,365.4639638642598,1182.2606974221408,344.56487346320694,1208.2255848341083,340.4796272689287,1243.1163945250892,388.03415737298775,1216.5387728924495,392.6279883629387,1218.2887808906137,371.0684929769328,1245.0949894849568,366.60054904423225,1203.0,363.0,1279.0,363.0,1203.0,410.0,1279.0,410.0,1241.0,386.0,78.84975834330346
p2c1,39,34,1379.728796318679,530.128915616468,1330.8809803461206,541.037085058579,1341.7254598498605,462.8209620538101,1392.1198872798786,452.71731129106814,1772.8433601994116,834.7747873306936,1713.0102379768189,856.2590995618867,1747.4932542340457,761.7087355301901,1809.532029361957,741.180626583116,1357.0,505.0,1484.0,505.0,1357.0,621.0,1484.0,621.0,1420.0,563.0,63.3260047787314
p2c1,39,33,1523.6699751125868,742.7512609309558,1482.4786941932557,755.1607803665715,1489.6241980645696,724.0910360209089,1531.3578308890098,711.8983643861495,1608.9685922782812,816.2293743189591,1565.931020995205,830.5925021230404,1575.0188091699497,798.4545248532958,1618.6421677396868,784.3070022315851,1538.0,772.0,1660.0,772.0,1538.0,874.0,1660.0,874.0,1599.0,823.0,75.30475588206984
p2c1,40,35,1195.0281699599868,353.0257567565415,1169.5338928774831,357.11391478770463,1170.7802964529362,336.4216749482922,1196.485155458433,332.45056589697697,1230.5064570895977,379.0856020833844,1204.1993952880052,383.54739163245455,1205.8132551700692,362.20621748042,1232.3443548423454,357.86808490514125,1192.0,356.0,1267.0,356.0,1192.0,402.0,1267.0,402.0,1229.0,379.0,78.84567895909214
p2c1,40,34,1365.736382180439,519.3141105886666,1317.3580902170702,529.9129356242148,1327.5733833646225,452.4251705602988,1377.4696985023693,442.619322044437,1746.2186835228142,814.1813474278179,1686.9889225802578,834.8367889779288,1719.5003544385966,741.1293427587553,1780.9045125634282,721.4336611006421,1350.0,496.0,1468.0,496.0,1350.0,601.0,1468.0,601.0,1409.0,548.0,63.77080936874732
p2c1,40,33,1499.9466760488351,722.3188348445467,1459.2971358891982,734.2107630088477,1465.938231476759,703.4682610441795,1507.1172516284275,691.7923304477188,1581.6974034167042,792.7409565626825,1539.2325816151226,806.4638689047084,1547.6774779217535,774.6488347133125,1590.7147313669095,761.1426923082244,1516.0,753.0,1632.0,753.0,1516.0,850.0,1632.0,850.0,1574.0,801.0,75.3047469573839
p2c1,41,35,1186.5115196355714,346.9900957858503,1161.206197335348,350.9940863227937,1162.368629923334,330.4546555742073,1187.8814580198357,326.5661652844807,1221.2727030284457,372.5324044223557,1195.1654508742022,376.89872450890016,1196.6816392782737,355.718827945921,1223.0095927690857,351.4745191455953,1183.0,349.0,1256.0,349.0,1183.0,394.0,1256.0,394.0,1219.0,371.0,78.8456077793118
p2c1,41,34,1355.4951219621178,511.3951035351066,1307.4641753723092,521.7702707200541,1317.227882688625,444.8221269344687,1366.7557991110143,435.2313045626085,1726.903995087525,799.2371932788528,1668.1248380664258,819.3015402453404,1699.2403517982214,726.2300442429488,1760.169650805561,707.1265079193058,1339.0,487.0,1451.0,487.0,1339.0,584.0,1451.0,584.0,1395.0,535.0,63.7667153419779
p2c1,41,33,1482.7758523512423,707.5325440224807,1442.5260064643578,719.0568619622111,1448.8116929251662,688.5593306588102,1489.5815168040067,677.2500948839278,1562.009117579177,775.7864181343826,1519.9678339870227,789.0563883842132,1527.9614544468736,757.4852987366293,1570.5652116010378,744.4324811689814,1493.0,732.0,1615.0,732.0,1493.0,832.0,1615.0,832.0,1554.0,782.0,75.30474695738482
p2c1,42,35,1178.1593850995132,341.0714305011648,1153.04051198734,344.9937387269198,1154.1220039840464,324.60512360636625,1179.445366178233,320.7967905401955,1212.2247352255938,366.1114817572444,1186.314621695802,370.3852654775256,1187.7367644602612,349.3645350312957,1213.864306963938,345.21114045846656,1170.0,342.0,1243.0,342.0,1170.0,387.0,1243.0,387.0,1206.0,364.0,78.84968716857323
